id,name,hurricane_category,year,month_day,date,hours_minutes,record_identifier,status_of_system,latitude,longitude,maximum_sustained_wind_knots,maximum_pressure,34_kt_ne,34_kt_se,34_kt_sw,34_kt_nw,50_kt_ne,50_kt_se,50_kt_sw,50_kt_nw,64_kt_ne,64_kt_se,64_kt_sw,64_kt_nw
AL072009,FRED,cat_2,2009,0910,20090910,1200,,HU,16.1N,34.6W,85.0,974.0,90.0,105.0,45.0,75.0,45.0,45.0,20.0,30.0,25.0,25.0,15.0,20.0
AL072009,FRED,cat_1,2009,0910,20090910,1800,,HU,16.7N,34.9W,80.0,975.0,90.0,105.0,45.0,75.0,45.0,45.0,20.0,30.0,25.0,25.0,15.0,20.0
AL072009,FRED,cat_1,2009,0911,20090911,0000,,HU,17.2N,35.1W,80.0,975.0,90.0,90.0,60.0,90.0,45.0,45.0,20.0,30.0,20.0,20.0,10.0,20.0
AL072009,FRED,cat_1,2009,0911,20090911,0600,,HU,17.5N,34.8W,75.0,980.0,90.0,60.0,75.0,105.0,45.0,45.0,30.0,45.0,20.0,20.0,0.0,20.0
AL072009,FRED,cat_1,2009,0911,20090911,1200,,HU,17.6N,34.5W,65.0,987.0,75.0,60.0,60.0,105.0,45.0,45.0,30.0,45.0,15.0,15.0,0.0,15.0
AL112009,IDA,cat_1,2009,1105,20091105,0600,,HU,12.6N,83.3W,65.0,987.0,50.0,40.0,25.0,40.0,20.0,20.0,10.0,20.0,15.0,10.0,0.0,10.0
AL112009,IDA,cat_1,2009,1105,20091105,1200,L,HU,12.9N,83.6W,70.0,985.0,60.0,50.0,25.0,50.0,30.0,25.0,15.0,25.0,15.0,10.0,0.0,10.0
AL112009,IDA,cat_1,2009,1108,20091108,0000,,HU,19.5N,84.5W,70.0,987.0,120.0,75.0,40.0,90.0,40.0,30.0,20.0,30.0,15.0,0.0,0.0,15.0
AL112009,IDA,cat_1,2009,1108,20091108,0600,,HU,20.1N,85.3W,80.0,984.0,120.0,75.0,40.0,90.0,40.0,30.0,20.0,30.0,15.0,0.0,0.0,15.0
AL112009,IDA,cat_2,2009,1108,20091108,1200,,HU,20.9N,85.8W,85.0,983.0,120.0,75.0,40.0,90.0,40.0,30.0,20.0,30.0,15.0,0.0,0.0,15.0
AL112009,IDA,cat_2,2009,1108,20091108,1800,,HU,21.9N,86.2W,85.0,975.0,120.0,90.0,45.0,90.0,60.0,30.0,30.0,30.0,30.0,15.0,15.0,15.0
AL112009,IDA,cat_2,2009,1109,20091109,0000,,HU,23.0N,86.5W,90.0,979.0,150.0,100.0,45.0,90.0,60.0,30.0,30.0,30.0,30.0,15.0,15.0,15.0
AL112009,IDA,cat_1,2009,1109,20091109,0600,,HU,24.4N,87.5W,80.0,988.0,175.0,100.0,45.0,90.0,60.0,30.0,30.0,30.0,30.0,15.0,15.0,15.0
AL112009,IDA,cat_1,2009,1109,20091109,1800,,HU,27.9N,88.6W,65.0,990.0,175.0,125.0,75.0,125.0,60.0,0.0,50.0,50.0,0.0,0.0,20.0,0.0
AL112009,IDA,cat_1,2009,1109,20091109,2100,W,HU,28.5N,88.7W,75.0,990.0,175.0,125.0,75.0,125.0,60.0,0.0,50.0,50.0,0.0,0.0,20.0,0.0
AL012010,ALEX,cat_1,2010,0630,20100630,0000,,HU,23.0N,94.4W,65.0,973.0,150.0,150.0,75.0,130.0,80.0,80.0,30.0,40.0,15.0,15.0,15.0,15.0
AL012010,ALEX,cat_1,2010,0630,20100630,0600,,HU,23.1N,94.8W,70.0,966.0,180.0,150.0,90.0,130.0,80.0,80.0,30.0,40.0,20.0,20.0,15.0,15.0
AL012010,ALEX,cat_1,2010,0630,20100630,1200,,HU,23.5N,95.2W,75.0,958.0,180.0,150.0,100.0,130.0,80.0,80.0,30.0,40.0,50.0,20.0,15.0,15.0
AL012010,ALEX,cat_1,2010,0630,20100630,1500,T,HU,24.0N,95.5W,75.0,958.0,180.0,150.0,100.0,130.0,80.0,80.0,30.0,40.0,50.0,20.0,15.0,15.0
AL012010,ALEX,cat_1,2010,0630,20100630,1800,,HU,24.3N,96.2W,80.0,962.0,180.0,180.0,120.0,130.0,90.0,80.0,60.0,40.0,50.0,30.0,15.0,15.0
AL012010,ALEX,cat_2,2010,0701,20100701,0000,,HU,24.3N,97.3W,90.0,948.0,180.0,180.0,120.0,120.0,90.0,90.0,60.0,50.0,50.0,30.0,15.0,15.0
AL012010,ALEX,cat_2,2010,0701,20100701,0200,L,HU,24.2N,97.7W,95.0,946.0,180.0,180.0,120.0,120.0,90.0,90.0,60.0,50.0,50.0,30.0,15.0,15.0
AL012010,ALEX,cat_1,2010,0701,20100701,0600,,HU,24.1N,98.4W,75.0,963.0,180.0,180.0,120.0,90.0,75.0,75.0,30.0,30.0,20.0,20.0,10.0,10.0
AL062010,DANIELLE,cat_1,2010,0823,20100823,1800,,HU,15.2N,40.9W,65.0,987.0,60.0,45.0,45.0,60.0,20.0,20.0,0.0,20.0,15.0,10.0,0.0,15.0
AL062010,DANIELLE,cat_1,2010,0824,20100824,0000,,HU,15.4N,42.6W,75.0,982.0,75.0,60.0,60.0,75.0,40.0,30.0,20.0,40.0,20.0,15.0,0.0,20.0
AL062010,DANIELLE,cat_1,2010,0824,20100824,0600,,HU,15.6N,44.2W,80.0,977.0,90.0,60.0,60.0,90.0,50.0,35.0,25.0,40.0,25.0,15.0,10.0,25.0
AL062010,DANIELLE,cat_1,2010,0824,20100824,1200,,HU,16.2N,45.8W,70.0,984.0,120.0,90.0,60.0,90.0,60.0,45.0,30.0,60.0,25.0,15.0,10.0,25.0
AL062010,DANIELLE,cat_1,2010,0824,20100824,1800,,HU,17.0N,47.5W,65.0,987.0,120.0,90.0,60.0,90.0,60.0,45.0,30.0,45.0,25.0,15.0,10.0,25.0
AL062010,DANIELLE,cat_1,2010,0825,20100825,0000,,HU,17.7N,49.0W,70.0,984.0,120.0,90.0,60.0,90.0,60.0,45.0,30.0,45.0,25.0,15.0,0.0,25.0
AL062010,DANIELLE,cat_1,2010,0825,20100825,0600,,HU,18.4N,50.4W,70.0,984.0,120.0,90.0,60.0,90.0,60.0,45.0,30.0,45.0,25.0,15.0,10.0,25.0
AL062010,DANIELLE,cat_1,2010,0825,20100825,1200,,HU,19.4N,51.6W,70.0,984.0,120.0,90.0,60.0,90.0,60.0,45.0,30.0,45.0,25.0,15.0,10.0,25.0
AL062010,DANIELLE,cat_1,2010,0825,20100825,1800,,HU,20.7N,52.6W,75.0,980.0,120.0,90.0,60.0,90.0,60.0,45.0,30.0,45.0,25.0,15.0,10.0,25.0
AL062010,DANIELLE,cat_1,2010,0826,20100826,0000,,HU,22.0N,53.6W,80.0,977.0,150.0,105.0,90.0,120.0,75.0,50.0,40.0,60.0,35.0,25.0,20.0,30.0
AL062010,DANIELLE,cat_2,2010,0826,20100826,0600,,HU,23.1N,54.6W,85.0,973.0,150.0,105.0,90.0,120.0,75.0,50.0,40.0,60.0,35.0,25.0,20.0,30.0
AL062010,DANIELLE,cat_2,2010,0826,20100826,1200,,HU,24.0N,55.4W,85.0,973.0,150.0,105.0,90.0,120.0,75.0,50.0,40.0,60.0,35.0,25.0,20.0,30.0
AL062010,DANIELLE,cat_2,2010,0826,20100826,1800,,HU,24.8N,56.4W,90.0,970.0,150.0,105.0,90.0,120.0,75.0,50.0,40.0,60.0,40.0,25.0,20.0,40.0
AL062010,DANIELLE,cat_2,2010,0827,20100827,0000,,HU,25.6N,57.3W,95.0,966.0,180.0,120.0,105.0,120.0,90.0,60.0,50.0,75.0,40.0,35.0,20.0,40.0
AL062010,DANIELLE,cat_3,2010,0827,20100827,0600,,HU,26.2N,58.3W,110.0,953.0,180.0,120.0,105.0,120.0,90.0,60.0,60.0,90.0,50.0,40.0,30.0,45.0
AL062010,DANIELLE,cat_3,2010,0827,20100827,1200,,HU,26.5N,59.3W,110.0,948.0,180.0,120.0,105.0,150.0,90.0,60.0,60.0,90.0,50.0,40.0,30.0,45.0
AL062010,DANIELLE,cat_4,2010,0827,20100827,1800,,HU,27.1N,60.1W,115.0,942.0,180.0,150.0,130.0,150.0,90.0,75.0,75.0,90.0,50.0,50.0,35.0,50.0
AL062010,DANIELLE,cat_3,2010,0828,20100828,0000,,HU,27.7N,60.5W,105.0,946.0,180.0,150.0,130.0,150.0,90.0,75.0,75.0,90.0,50.0,50.0,35.0,50.0
AL062010,DANIELLE,cat_2,2010,0828,20100828,0600,,HU,28.3N,61.0W,95.0,950.0,180.0,150.0,150.0,150.0,90.0,75.0,75.0,90.0,50.0,50.0,35.0,50.0
AL062010,DANIELLE,cat_2,2010,0828,20100828,1200,,HU,28.9N,60.8W,95.0,952.0,180.0,150.0,150.0,150.0,90.0,75.0,75.0,90.0,50.0,50.0,35.0,50.0
AL062010,DANIELLE,cat_2,2010,0828,20100828,1800,,HU,29.6N,60.2W,90.0,955.0,210.0,150.0,150.0,150.0,90.0,75.0,75.0,90.0,60.0,60.0,40.0,55.0
AL062010,DANIELLE,cat_2,2010,0829,20100829,0000,,HU,30.9N,59.2W,85.0,958.0,210.0,180.0,180.0,180.0,90.0,75.0,75.0,90.0,60.0,60.0,40.0,55.0
AL062010,DANIELLE,cat_1,2010,0829,20100829,0600,,HU,32.4N,57.9W,80.0,964.0,210.0,180.0,180.0,180.0,90.0,75.0,90.0,90.0,60.0,60.0,40.0,55.0
AL062010,DANIELLE,cat_1,2010,0829,20100829,1200,,HU,34.7N,56.2W,75.0,966.0,210.0,240.0,180.0,180.0,90.0,120.0,90.0,90.0,45.0,60.0,45.0,40.0
AL062010,DANIELLE,cat_1,2010,0829,20100829,1800,,HU,37.3N,55.0W,75.0,968.0,210.0,270.0,180.0,210.0,120.0,150.0,90.0,90.0,60.0,75.0,60.0,0.0
AL062010,DANIELLE,cat_1,2010,0830,20100830,0000,,HU,38.7N,53.8W,70.0,969.0,210.0,270.0,180.0,210.0,120.0,150.0,90.0,90.0,60.0,75.0,60.0,0.0
AL062010,DANIELLE,cat_1,2010,0830,20100830,0600,,HU,40.0N,52.8W,65.0,970.0,240.0,270.0,180.0,240.0,120.0,150.0,90.0,90.0,60.0,75.0,60.0,0.0
AL062010,DANIELLE,cat_1,2010,0830,20100830,1200,,HU,40.6N,51.6W,65.0,970.0,240.0,270.0,180.0,210.0,120.0,150.0,90.0,90.0,60.0,75.0,60.0,0.0
AL072010,EARL,cat_1,2010,0829,20100829,1200,,HU,17.0N,58.0W,65.0,985.0,130.0,100.0,80.0,100.0,60.0,60.0,30.0,60.0,30.0,20.0,0.0,20.0
AL072010,EARL,cat_1,2010,0829,20100829,1800,,HU,17.3N,59.3W,75.0,978.0,150.0,120.0,90.0,120.0,80.0,70.0,40.0,70.0,40.0,30.0,0.0,20.0
AL072010,EARL,cat_2,2010,0830,20100830,0000,,HU,17.7N,60.6W,85.0,971.0,150.0,120.0,100.0,120.0,80.0,80.0,40.0,70.0,40.0,30.0,20.0,30.0
AL072010,EARL,cat_2,2010,0830,20100830,0600,,HU,18.1N,61.9W,95.0,967.0,150.0,120.0,100.0,120.0,80.0,80.0,40.0,70.0,50.0,40.0,30.0,30.0
AL072010,EARL,cat_3,2010,0830,20100830,1200,,HU,18.5N,63.1W,105.0,965.0,170.0,140.0,120.0,150.0,100.0,100.0,50.0,80.0,50.0,40.0,30.0,40.0
AL072010,EARL,cat_4,2010,0830,20100830,1800,,HU,19.0N,64.2W,115.0,954.0,170.0,150.0,120.0,150.0,100.0,100.0,50.0,80.0,60.0,50.0,30.0,40.0
AL072010,EARL,cat_4,2010,0831,20100831,0000,,HU,19.6N,65.3W,115.0,938.0,180.0,150.0,120.0,150.0,100.0,100.0,50.0,80.0,60.0,50.0,30.0,40.0
AL072010,EARL,cat_4,2010,0831,20100831,0600,,HU,20.2N,66.4W,115.0,931.0,180.0,150.0,120.0,170.0,100.0,100.0,50.0,80.0,60.0,50.0,30.0,50.0
AL072010,EARL,cat_4,2010,0831,20100831,1200,,HU,20.9N,67.5W,115.0,935.0,180.0,150.0,120.0,170.0,100.0,100.0,60.0,80.0,70.0,60.0,30.0,50.0
AL072010,EARL,cat_4,2010,0831,20100831,1800,,HU,21.6N,68.4W,115.0,940.0,200.0,180.0,120.0,200.0,120.0,120.0,70.0,100.0,80.0,60.0,40.0,60.0
AL072010,EARL,cat_3,2010,0901,20100901,0000,,HU,22.5N,69.4W,110.0,940.0,200.0,180.0,120.0,200.0,120.0,120.0,80.0,100.0,80.0,70.0,40.0,60.0
AL072010,EARL,cat_3,2010,0901,20100901,0600,,HU,23.6N,70.5W,105.0,941.0,220.0,180.0,120.0,220.0,120.0,120.0,80.0,100.0,80.0,70.0,40.0,60.0
AL072010,EARL,cat_3,2010,0901,20100901,1200,,HU,24.7N,71.6W,110.0,942.0,220.0,180.0,120.0,220.0,120.0,120.0,80.0,100.0,80.0,70.0,40.0,60.0
AL072010,EARL,cat_4,2010,0901,20100901,1800,,HU,25.9N,72.7W,115.0,941.0,220.0,180.0,120.0,220.0,120.0,120.0,80.0,100.0,80.0,70.0,40.0,60.0
AL072010,EARL,cat_4,2010,0902,20100902,0000,,HU,27.2N,73.5W,120.0,932.0,200.0,180.0,120.0,200.0,120.0,120.0,80.0,100.0,80.0,70.0,40.0,60.0
AL072010,EARL,cat_4,2010,0902,20100902,0600,,HU,28.6N,74.3W,125.0,927.0,200.0,180.0,120.0,180.0,120.0,120.0,80.0,100.0,80.0,70.0,40.0,60.0
AL072010,EARL,cat_4,2010,0902,20100902,1200,,HU,30.1N,74.8W,115.0,935.0,200.0,180.0,120.0,180.0,120.0,120.0,80.0,100.0,80.0,70.0,40.0,50.0
AL072010,EARL,cat_3,2010,0902,20100902,1800,,HU,31.7N,75.1W,100.0,943.0,180.0,180.0,120.0,150.0,100.0,100.0,80.0,80.0,70.0,60.0,40.0,40.0
AL072010,EARL,cat_2,2010,0903,20100903,0000,,HU,33.0N,74.9W,90.0,949.0,180.0,180.0,120.0,150.0,100.0,100.0,80.0,80.0,70.0,60.0,50.0,40.0
AL072010,EARL,cat_2,2010,0903,20100903,0600,,HU,34.5N,74.2W,85.0,955.0,180.0,180.0,150.0,150.0,100.0,100.0,80.0,80.0,60.0,60.0,50.0,40.0
AL072010,EARL,cat_1,2010,0903,20100903,1200,,HU,36.1N,73.4W,75.0,959.0,180.0,180.0,150.0,150.0,100.0,100.0,80.0,80.0,60.0,60.0,50.0,40.0
AL072010,EARL,cat_1,2010,0903,20100903,1800,,HU,37.6N,72.2W,70.0,960.0,180.0,180.0,150.0,120.0,100.0,120.0,100.0,80.0,60.0,60.0,60.0,30.0
AL072010,EARL,cat_1,2010,0904,20100904,1200,,HU,43.0N,65.7W,65.0,961.0,180.0,180.0,150.0,110.0,100.0,120.0,100.0,70.0,0.0,60.0,0.0,0.0
AL072010,EARL,cat_1,2010,0904,20100904,1500,L,HU,44.3N,64.5W,65.0,962.0,180.0,180.0,150.0,110.0,100.0,120.0,100.0,70.0,0.0,60.0,0.0,0.0
AL072010,EARL,cat_1,2010,0904,20100904,1800,,HU,45.5N,63.2W,65.0,965.0,180.0,200.0,150.0,90.0,100.0,120.0,80.0,0.0,0.0,60.0,0.0,0.0
AL112010,IGOR,cat_1,2010,0912,20100912,0000,,HU,17.6N,42.0W,65.0,987.0,100.0,60.0,60.0,100.0,45.0,30.0,20.0,30.0,15.0,0.0,0.0,15.0
AL112010,IGOR,cat_1,2010,0912,20100912,0600,,HU,17.7N,43.5W,70.0,985.0,100.0,60.0,60.0,100.0,45.0,30.0,20.0,30.0,15.0,0.0,0.0,15.0
AL112010,IGOR,cat_2,2010,0912,20100912,1200,,HU,17.7N,44.9W,90.0,970.0,120.0,80.0,80.0,120.0,50.0,40.0,30.0,40.0,30.0,15.0,15.0,20.0
AL112010,IGOR,cat_4,2010,0912,20100912,1800,,HU,17.7N,46.1W,115.0,948.0,140.0,110.0,90.0,130.0,70.0,60.0,40.0,60.0,30.0,30.0,15.0,30.0
AL112010,IGOR,cat_4,2010,0913,20100913,0000,,HU,17.7N,47.3W,130.0,935.0,140.0,110.0,90.0,130.0,70.0,60.0,40.0,60.0,30.0,30.0,15.0,30.0
AL112010,IGOR,cat_4,2010,0913,20100913,0600,,HU,17.6N,48.3W,130.0,935.0,150.0,140.0,90.0,130.0,70.0,60.0,50.0,60.0,30.0,30.0,15.0,30.0
AL112010,IGOR,cat_4,2010,0913,20100913,1200,,HU,17.6N,49.3W,130.0,933.0,150.0,140.0,100.0,130.0,80.0,60.0,50.0,80.0,45.0,30.0,30.0,45.0
AL112010,IGOR,cat_4,2010,0913,20100913,1800,,HU,17.6N,50.2W,125.0,937.0,180.0,140.0,110.0,140.0,90.0,70.0,60.0,80.0,45.0,30.0,30.0,45.0
AL112010,IGOR,cat_4,2010,0914,20100914,0000,,HU,17.7N,50.9W,125.0,937.0,180.0,140.0,110.0,140.0,90.0,70.0,60.0,80.0,45.0,30.0,30.0,45.0
AL112010,IGOR,cat_4,2010,0914,20100914,0600,,HU,17.9N,51.5W,115.0,945.0,180.0,140.0,110.0,140.0,90.0,70.0,60.0,80.0,45.0,30.0,30.0,45.0
AL112010,IGOR,cat_4,2010,0914,20100914,1200,,HU,18.2N,52.1W,115.0,945.0,180.0,140.0,110.0,140.0,90.0,70.0,60.0,80.0,45.0,30.0,30.0,45.0
AL112010,IGOR,cat_4,2010,0914,20100914,1800,,HU,18.6N,52.8W,125.0,933.0,210.0,150.0,130.0,160.0,90.0,70.0,60.0,90.0,45.0,30.0,30.0,45.0
AL112010,IGOR,cat_4,2010,0915,20100915,0000,,HU,18.9N,53.5W,135.0,924.0,210.0,150.0,130.0,160.0,100.0,70.0,60.0,90.0,45.0,30.0,30.0,45.0
AL112010,IGOR,cat_4,2010,0915,20100915,0600,,HU,19.2N,54.1W,125.0,935.0,210.0,150.0,130.0,160.0,100.0,80.0,60.0,90.0,45.0,30.0,30.0,45.0
AL112010,IGOR,cat_4,2010,0915,20100915,1200,,HU,19.5N,54.7W,115.0,945.0,210.0,150.0,130.0,160.0,100.0,80.0,60.0,90.0,45.0,30.0,30.0,45.0
AL112010,IGOR,cat_4,2010,0915,20100915,1800,,HU,19.8N,55.3W,115.0,942.0,210.0,175.0,140.0,175.0,120.0,80.0,60.0,100.0,45.0,45.0,30.0,45.0
AL112010,IGOR,cat_4,2010,0916,20100916,0000,,HU,20.1N,56.0W,120.0,936.0,240.0,210.0,180.0,210.0,120.0,90.0,80.0,100.0,60.0,45.0,45.0,60.0
AL112010,IGOR,cat_4,2010,0916,20100916,0600,,HU,20.4N,56.5W,125.0,929.0,240.0,210.0,180.0,210.0,130.0,90.0,80.0,110.0,60.0,45.0,45.0,60.0
AL112010,IGOR,cat_4,2010,0916,20100916,1200,,HU,20.8N,57.1W,120.0,934.0,240.0,210.0,180.0,210.0,130.0,90.0,80.0,110.0,60.0,45.0,45.0,60.0
AL112010,IGOR,cat_4,2010,0916,20100916,1800,,HU,21.4N,57.8W,115.0,940.0,250.0,210.0,180.0,225.0,140.0,110.0,100.0,120.0,90.0,60.0,45.0,75.0
AL112010,IGOR,cat_4,2010,0917,20100917,0000,,HU,21.8N,58.4W,115.0,935.0,250.0,210.0,180.0,225.0,140.0,110.0,100.0,120.0,90.0,60.0,45.0,75.0
AL112010,IGOR,cat_3,2010,0917,20100917,0600,,HU,22.2N,59.1W,110.0,935.0,250.0,210.0,180.0,240.0,140.0,110.0,100.0,120.0,90.0,60.0,45.0,75.0
AL112010,IGOR,cat_3,2010,0917,20100917,1200,,HU,22.8N,59.9W,100.0,945.0,250.0,210.0,180.0,240.0,140.0,110.0,100.0,120.0,90.0,60.0,45.0,75.0
AL112010,IGOR,cat_2,2010,0917,20100917,1800,,HU,23.5N,60.7W,90.0,947.0,300.0,210.0,200.0,240.0,160.0,110.0,130.0,120.0,90.0,60.0,45.0,75.0
AL112010,IGOR,cat_2,2010,0918,20100918,0000,,HU,24.2N,61.6W,90.0,947.0,300.0,210.0,200.0,240.0,160.0,110.0,130.0,120.0,90.0,60.0,45.0,75.0
AL112010,IGOR,cat_2,2010,0918,20100918,0600,,HU,24.9N,62.5W,85.0,939.0,300.0,210.0,200.0,240.0,160.0,110.0,130.0,130.0,90.0,60.0,45.0,75.0
AL112010,IGOR,cat_2,2010,0918,20100918,1200,,HU,25.7N,63.3W,85.0,939.0,300.0,210.0,200.0,240.0,160.0,110.0,130.0,130.0,90.0,60.0,45.0,75.0
AL112010,IGOR,cat_1,2010,0918,20100918,1800,,HU,26.6N,64.0W,80.0,945.0,300.0,225.0,200.0,240.0,160.0,110.0,110.0,130.0,80.0,50.0,45.0,75.0
AL112010,IGOR,cat_1,2010,0919,20100919,0000,,HU,27.5N,64.6W,80.0,945.0,300.0,225.0,200.0,240.0,160.0,110.0,110.0,150.0,80.0,45.0,45.0,75.0
AL112010,IGOR,cat_1,2010,0919,20100919,0600,,HU,28.4N,65.2W,75.0,949.0,300.0,225.0,200.0,260.0,160.0,130.0,120.0,140.0,75.0,45.0,60.0,75.0
AL112010,IGOR,cat_1,2010,0919,20100919,1200,,HU,29.6N,65.6W,75.0,949.0,300.0,250.0,200.0,300.0,160.0,130.0,120.0,140.0,75.0,45.0,60.0,75.0
AL112010,IGOR,cat_1,2010,0919,20100919,1800,,HU,30.8N,65.9W,70.0,952.0,300.0,250.0,200.0,300.0,180.0,150.0,120.0,150.0,75.0,60.0,60.0,75.0
AL112010,IGOR,cat_1,2010,0920,20100920,0000,,HU,31.9N,65.7W,65.0,953.0,300.0,250.0,200.0,300.0,180.0,150.0,120.0,150.0,75.0,60.0,75.0,75.0
AL112010,IGOR,cat_1,2010,0920,20100920,0600,,HU,33.2N,65.2W,65.0,957.0,350.0,300.0,250.0,300.0,180.0,150.0,120.0,160.0,75.0,50.0,75.0,75.0
AL112010,IGOR,cat_1,2010,0920,20100920,1200,,HU,35.1N,64.2W,65.0,960.0,350.0,300.0,250.0,300.0,180.0,150.0,120.0,160.0,75.0,50.0,75.0,75.0
AL112010,IGOR,cat_1,2010,0920,20100920,1800,,HU,37.2N,62.6W,65.0,960.0,350.0,300.0,250.0,300.0,180.0,150.0,120.0,160.0,75.0,45.0,60.0,75.0
AL112010,IGOR,cat_1,2010,0921,20100921,0000,,HU,39.0N,60.4W,65.0,960.0,400.0,350.0,300.0,350.0,200.0,180.0,140.0,160.0,75.0,45.0,60.0,75.0
AL112010,IGOR,cat_1,2010,0921,20100921,0600,,HU,41.5N,57.0W,65.0,960.0,400.0,350.0,300.0,350.0,210.0,180.0,140.0,160.0,75.0,45.0,60.0,75.0
AL112010,IGOR,cat_1,2010,0921,20100921,1200,,HU,44.8N,54.4W,65.0,955.0,400.0,350.0,350.0,350.0,200.0,180.0,140.0,160.0,75.0,45.0,60.0,75.0
AL112010,IGOR,cat_1,2010,0921,20100921,1500,L,HU,46.6N,53.2W,75.0,950.0,400.0,350.0,350.0,350.0,200.0,180.0,140.0,160.0,75.0,45.0,60.0,75.0
AL122010,JULIA,cat_1,2010,0914,20100914,1200,,HU,15.9N,29.2W,70.0,987.0,75.0,60.0,45.0,60.0,30.0,30.0,20.0,30.0,20.0,20.0,0.0,20.0
AL122010,JULIA,cat_1,2010,0914,20100914,1800,,HU,16.1N,29.9W,80.0,979.0,75.0,60.0,60.0,60.0,30.0,30.0,20.0,30.0,20.0,20.0,0.0,20.0
AL122010,JULIA,cat_2,2010,0915,20100915,0000,,HU,16.4N,30.6W,90.0,973.0,90.0,60.0,60.0,60.0,30.0,30.0,20.0,30.0,20.0,20.0,0.0,20.0
AL122010,JULIA,cat_3,2010,0915,20100915,0600,,HU,16.9N,31.4W,110.0,956.0,90.0,75.0,75.0,75.0,40.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0
AL122010,JULIA,cat_4,2010,0915,20100915,1200,,HU,17.7N,32.2W,120.0,948.0,105.0,75.0,75.0,90.0,40.0,30.0,30.0,30.0,30.0,20.0,20.0,20.0
AL122010,JULIA,cat_4,2010,0915,20100915,1800,,HU,18.8N,33.0W,115.0,951.0,105.0,90.0,75.0,105.0,50.0,40.0,30.0,40.0,30.0,20.0,20.0,30.0
AL122010,JULIA,cat_3,2010,0916,20100916,0000,,HU,19.9N,34.1W,105.0,958.0,105.0,90.0,75.0,105.0,50.0,40.0,30.0,40.0,30.0,20.0,20.0,30.0
AL122010,JULIA,cat_3,2010,0916,20100916,0600,,HU,20.9N,35.8W,100.0,962.0,120.0,105.0,75.0,120.0,60.0,50.0,30.0,50.0,30.0,20.0,20.0,30.0
AL122010,JULIA,cat_2,2010,0916,20100916,1200,,HU,21.8N,37.7W,90.0,970.0,120.0,105.0,75.0,120.0,60.0,50.0,30.0,50.0,30.0,20.0,20.0,30.0
AL122010,JULIA,cat_1,2010,0916,20100916,1800,,HU,22.7N,40.0W,80.0,977.0,120.0,105.0,75.0,120.0,60.0,50.0,30.0,50.0,30.0,20.0,20.0,30.0
AL122010,JULIA,cat_1,2010,0917,20100917,0000,,HU,23.1N,42.0W,75.0,981.0,105.0,105.0,75.0,105.0,60.0,50.0,30.0,50.0,30.0,20.0,20.0,30.0
AL122010,JULIA,cat_1,2010,0917,20100917,0600,,HU,23.5N,44.0W,75.0,981.0,105.0,105.0,75.0,105.0,60.0,50.0,30.0,50.0,30.0,20.0,20.0,30.0
AL122010,JULIA,cat_1,2010,0917,20100917,1200,,HU,23.9N,45.8W,70.0,983.0,105.0,105.0,75.0,105.0,60.0,50.0,30.0,50.0,30.0,20.0,20.0,30.0
AL122010,JULIA,cat_1,2010,0917,20100917,1800,,HU,24.6N,47.4W,65.0,986.0,120.0,105.0,75.0,105.0,60.0,50.0,30.0,50.0,30.0,20.0,0.0,30.0
AL132010,KARL,cat_1,2010,0916,20100916,1800,,HU,19.6N,93.3W,70.0,982.0,60.0,50.0,50.0,60.0,25.0,15.0,15.0,25.0,10.0,0.0,0.0,10.0
AL132010,KARL,cat_2,2010,0917,20100917,0000,,HU,19.7N,94.1W,85.0,971.0,90.0,50.0,50.0,75.0,30.0,15.0,15.0,25.0,15.0,0.0,0.0,10.0
AL132010,KARL,cat_2,2010,0917,20100917,0600,,HU,19.7N,94.9W,95.0,966.0,90.0,70.0,70.0,90.0,40.0,40.0,40.0,40.0,20.0,15.0,15.0,20.0
AL132010,KARL,cat_3,2010,0917,20100917,1200,,HU,19.6N,95.6W,110.0,956.0,80.0,70.0,70.0,80.0,40.0,30.0,30.0,40.0,20.0,15.0,15.0,20.0
AL132010,KARL,cat_3,2010,0917,20100917,1500,T,HU,19.4N,96.0W,110.0,970.0,80.0,70.0,70.0,80.0,40.0,30.0,30.0,40.0,20.0,15.0,15.0,20.0
AL132010,KARL,cat_3,2010,0917,20100917,1645,L,HU,19.3N,96.2W,100.0,976.0,80.0,70.0,70.0,80.0,40.0,30.0,30.0,40.0,20.0,15.0,15.0,20.0
AL132010,KARL,cat_2,2010,0917,20100917,1800,,HU,19.2N,96.4W,90.0,979.0,80.0,70.0,50.0,80.0,40.0,30.0,25.0,40.0,20.0,15.0,10.0,20.0
AL142010,LISA,cat_1,2010,0924,20100924,2100,S,HU,20.0N,27.7W,65.0,988.0,50.0,40.0,30.0,40.0,20.0,15.0,10.0,20.0,10.0,10.0,0.0,10.0
AL142010,LISA,cat_1,2010,0925,20100925,0000,,HU,20.4N,27.8W,75.0,982.0,50.0,40.0,30.0,40.0,20.0,15.0,10.0,20.0,10.0,10.0,0.0,10.0
AL142010,LISA,cat_1,2010,0925,20100925,0600,,HU,21.3N,28.0W,70.0,986.0,50.0,40.0,30.0,40.0,20.0,15.0,10.0,20.0,10.0,10.0,0.0,10.0
AL172010,OTTO,cat_1,2010,1008,20101008,1200,,HU,25.2N,64.8W,65.0,983.0,100.0,170.0,80.0,60.0,40.0,50.0,40.0,0.0,20.0,25.0,15.0,0.0
